id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory
DY6NHLwz,Homey,A Flow has been started,This trigger is run every time a specific Flow has been started on Homey. In order to use this Applet you need to be an owner on your Homey and have the IFTTT Homey App installed.,Heatzy,Set manual mode,This action will set a specific device on manual mode,Generic/Other
DY7auk2z,Wyze,Contact Sensor closes,This trigger fires when a Contact Sensor closes.,TP-Link Kasa,Activate scene,This action will activate a selected Scene from your account.,Generic/Other
DYJQd63x,Weather Underground,Current humidity level rises above,This Trigger monitors your local humidity and fires every time the humidity rises above the value you specify.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
DZw9S4xC,Location,You enter an area,This Trigger fires every time you enter an area you specify.,ThermoSmart,Unpause,"This Action will unpause your ThermoSmart, i.e. set it to either a scheduled program or an exception if there is one for the current time.",Generic/Other
Da9qjsHY,Ring,New Motion Detected,This Trigger fires every time a motion is detected at the given doorbell.,Lutron Caséta and RA2 Select,Set light level,This Action will set a Lutron dimmer or switch to the level you specify.,Generic/Other
Dfc6aUJt,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,Energenie Mi|Home,Power on device,This Action will turn on one of your Mi|Home devices.,Generic/Other
DmECzwrR,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,Energenie Mi|Home,Power on device,This Action will turn on one of your Mi|Home devices.,Generic/Other
Dnwv4KDU,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
DqidhGzN,WeMo Smart Plug,Switched on,This Trigger fires every time your WeMo Switch is turned on.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
Dw67cTvp,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,Energenie Mi|Home,Power on group,This Action will turn on a whole group of Mi|Home devices simultaneously.,Generic/Other
Dy62HwaL,Arlo,Motion detected,This Trigger fires when your Arlo device detects motion.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
DzDtgMek,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
DzMWUY4D,Google Calendar,Any event ends,This Trigger fires within 15 minutes of the ending time of an event on your Google Calendar.,iRobot,Resume robot,This action will resume your robot.,Generic/Other
DzWRDNmK,Location,You enter or exit an area,This Trigger fires every time you enter or exit an area you specify.,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
E2MJLHQs,Weather Underground,Sunrise,This Trigger fires within 15 minutes of the sunrise in your location.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
E34dwCWf,Date & Time,Every hour at,"This Trigger fires once an hour at :00, :15, :30, or :45 minutes past the hour.",WeMo Smart Plug,Turn off then on,This Action will turn a WeMo Switch off then immediately back on.,Generic/Other
E4JMgr7k,Button widget,Button press,This trigger fires every time you press the button.,Wink: Pivot Power Genius,Turn outlet on,"This Action will turn on the Pivot Power Genius outlet you specify. If the outlet is already on, it will remain on.",Generic/Other
E4cavJnm,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,VeSync Dimmer,Change brightness,This action will change the brightness of a Dimmer to a specified level/percentage.,Generic/Other
E6k2tAWs,SmartThings,Humidity drops below,This Trigger fires every time your SmartThings device detects humidity below a value you specify.,TP-Link Kasa,Turn off,This action will turn off a selected device.,Generic/Other
E7AkKVhd,EDF : vos plages tarifaires,Début de plage tarifaire,Ce trigger se déclenche lorsque la plage tarifaire choisie commence dans votre logement.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
E8nXTYK3,Weather Underground,Current temperature rises above,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
E9KFfhLH,Ambient Weather,Outdoor Temperature rises above,This trigger fires when the outdoor temperature rises above a given value.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
EBgh8XYb,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,WeMo Insight Switch,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
ECM6nUQ4,Button widget,Button press,This trigger fires every time you press the button.,Energenie Mi|Home,Power on device,This Action will turn on one of your Mi|Home devices.,Generic/Other
EChQPNsq,Button widget,Button press,This trigger fires every time you press the button.,WeMo Insight Switch,Toggle on/off,This Action will toggle a WeMo Insight Switch on or off.,Generic/Other
EFwAJtL5,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
EHPiMEWr,Android SMS,Any new SMS received,This Trigger fires every time you receive any new SMS on your Android device.,Smart Life,Activate Scene,This action will activate the specified scene.,Generic/Other
EHV8Nj2X,Nest Protect,Smoke alarm emergency,This Trigger fires every time the Nest Protect you specify detects dangerous smoke levels.,Energenie Mi|Home,Power on device,This Action will turn on one of your Mi|Home devices.,Generic/Other
EJjQzdmX,Withings Sleep,When I get into bed,"This trigger fires every time your Withings Sleep detects that you get into bed, within the start and end time parameters that you specify. ",Heatzy,Turn off,This action will turn off a specific device,Generic/Other
EN8ifQrD,Email,Send IFTTT any email,Send IFTTT any email at trigger@applet.ifttt.com and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient. This trigger will reject emails with attachments over 30MB.,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
EQnzvUFK,Weather Underground,Sunrise,This Trigger fires within 15 minutes of the sunrise in your location.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
ESJk4B2E,Date & Time,Every day of the week at,This Trigger fires only on specific days of the week at the time you provide.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
EWFwSxsK,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
EWRSkJ7Y,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
EXcZB98S,Wireless Tag,Movement is detected,This Trigger fires when specified PIR KumoSensor detects movement.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
EY8naUDE,Email,Send IFTTT any email,Send IFTTT any email at trigger@applet.ifttt.com and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient. This trigger will reject emails with attachments over 30MB.,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
EaR7nhKu,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,Lutron Caséta and RA2 Select,Set light level,This Action will set a Lutron dimmer or switch to the level you specify.,Generic/Other
Ee2YzbMm,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
Ef7qUz4E,Nest Thermostat,Nest set to Home,This Trigger fires every time the home you specify is set to Home.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
Eh5fA9bN,Scout Alarm,Alarm triggered,This Trigger fires when the alarm for a specific mode is triggered.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
Eih6ZszP,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
EkvDdghC,Location,You enter an area,This Trigger fires every time you enter an area you specify.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
EqRcT42X,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
ErU7pFEd,Wyze,Motion Sensor becomes clear,This trigger fires when a Motion Sensor becomes clear.,Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
ErULjt3J,OhmConnect,An #OhmHour ends,This trigger fires when an OhmHour ends.,Smart Life,Activate Scene,This action will activate the specified scene.,Generic/Other
EsTFdMti,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Nefit Easy,Set auto mode,"This Action will set your Nefit Easy to auto mode. The auto mode (e.g. clock mode, holiday mode) sets the temperatures accordingly.",Generic/Other
EtMmcyAC,Arlo,Motion detected,This Trigger fires when your Arlo device detects motion.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
Etz4KVMC,WeMo Smart Plug,Switched off,This Trigger fires every time your WeMo Switch is turned off.,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
EvLeaZSB,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
EvLwqGRn,Android Device,Notification received from a specific app,This trigger fires every time a new notification is received on your Android device from an app that you specify. NOTE: will not fire for IFTTT app notifications.,Smart Life,Activate Scene,This action will activate the specified scene.,Generic/Other
EvdL47uy,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,VeSync Dimmer,Change brightness,This action will change the brightness of a Dimmer to a specified level/percentage.,Generic/Other
EvrUQqp3,Location,You enter an area,This Trigger fires every time you enter an area you specify.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
F4iMuFHg,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
F65JXvac,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
F96ie5Uf,Email,Send IFTTT an email tagged,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment (up to 30MB) and IFTTT will create a public URL to the file as an Ingredient.,Sensibo,Turn A/C off,Turn your A/C off,Generic/Other
FBDVFX93,WeMo Insight Switch,Switched off,This Trigger fires every time your WeMo Insight Switch is turned off.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
